file_path,open_file,file_name,owner,extension,size,modification_time,access_time,creation_time,parent_directory,permissions,is_file,is_symlink,absolute_path,metadata
tests\test_xlsx_processor.py,False,test_xlsx_processor.py,AD/BLUO,.py,2554,1707158580.6532643,1709212633.8108847,1705332840.6768973,tests,666,True,False,C:\Users\BLUO\Downloads\report\tests\test_xlsx_processor.py,{'message': 'File was not opened'}
tests\test_xml_processor.py,False,test_xml_processor.py,AD/BLUO,.py,1359,1707158599.5614834,1709212633.816571,1705332840.6799586,tests,666,True,False,C:\Users\BLUO\Downloads\report\tests\test_xml_processor.py,{'message': 'File was not opened'}
tests\test_zip_processor.py,False,test_zip_processor.py,AD/BLUO,.py,2628,1707158611.5782094,1709212633.822956,1705332840.681884,tests,666,True,False,C:\Users\BLUO\Downloads\report\tests\test_zip_processor.py,{'message': 'File was not opened'}
tests\__init__.py,False,__init__.py,AD/BLUO,.py,0,1706123999.894836,1706123999.894836,1705332838.368257,tests,666,True,False,C:\Users\BLUO\Downloads\report\tests\__init__.py,{'message': 'File was not opened'}
tests\resources\directory_test_files\2021_Census_English.csv,False,2021_Census_English.csv,AD/BLUO,.csv,5384414,100000000.0,1709231587.6323948,1705332838.4098403,tests\resources\directory_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\2021_Census_English.csv,{'message': 'File was not opened'}
tests\resources\directory_test_files\ArtificialNeuralNetworksForBeginners.pdf,False,ArtificialNeuralNetworksForBeginners.pdf,AD/BLUO,.pdf,221266,1705332838.4255257,1709231586.9877982,1705332838.4098403,tests\resources\directory_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\ArtificialNeuralNetworksForBeginners.pdf,{'message': 'File was not opened'}
tests\resources\directory_test_files\ArtificialNeuralNetworksForBeginners_Locked.pdf,False,ArtificialNeuralNetworksForBeginners_Locked.pdf,AD/BLUO,.pdf,222102,1705332838.4255257,1709231587.2388902,1705332838.4255257,tests\resources\directory_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\ArtificialNeuralNetworksForBeginners_Locked.pdf,{'message': 'File was not opened'}
tests\resources\directory_test_files\government_of_canada_wikipedia.txt,False,government_of_canada_wikipedia.txt,AD/BLUO,.txt,39357,1705332838.791561,1709231587.2869544,1705332838.791561,tests\resources\directory_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\government_of_canada_wikipedia.txt,{'message': 'File was not opened'}
tests\resources\directory_test_files\Health - Canada.ca.html,False,Health - Canada.ca.html,AD/BLUO,.html,168865,1705332838.4255257,1709231587.4719565,1705332838.4255257,tests\resources\directory_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\Health - Canada.ca.html,{'message': 'File was not opened'}
tests\resources\directory_test_files\HealthCanadaOverviewFromWikipedia_Locked.docx,False,HealthCanadaOverviewFromWikipedia_Locked.docx,AD/BLUO,.docx,19456,1705332838.4255257,1709231587.4911337,1705332838.4255257,tests\resources\directory_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\HealthCanadaOverviewFromWikipedia_Locked.docx,{'message': 'File was not opened'}
tests\resources\directory_test_files\Health_Canada_logo.png,False,Health_Canada_logo.png,AD/BLUO,.png,4125,1705332838.4255257,1709231587.5043225,1705332838.4255257,tests\resources\directory_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\Health_Canada_logo.png,{'message': 'File was not opened'}
tests\resources\directory_test_files\Microsoft Copilot Presentation - Copy.pptx,False,Microsoft Copilot Presentation - Copy.pptx,AD/BLUO,.pptx,100174789,1705332838.7764747,1709231576.261571,1705332838.7485678,tests\resources\directory_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\Microsoft Copilot Presentation - Copy.pptx,{'message': 'File was not opened'}
tests\resources\directory_test_files\Test Email.msg,False,Test Email.msg,AD/BLUO,.msg,76800,1705332838.7804613,1709231587.520569,1705332838.7804613,tests\resources\directory_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\Test Email.msg,{'message': 'File was not opened'}
tests\resources\directory_test_files\Test_excel_file.xlsx,False,Test_excel_file.xlsx,AD/BLUO,.xlsx,11885,1705332838.7824512,1709231587.5359626,1705332838.7824512,tests\resources\directory_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\Test_excel_file.xlsx,{'message': 'File was not opened'}
tests\resources\directory_test_files\!@#$%^&()\Sample.xml,False,Sample.xml,AD/BLUO,.xml,4548,1705332838.3896234,1709231587.5500302,1705332838.3896234,tests\resources\directory_test_files\!@#$%^&(),666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\!@#$%^&()\Sample.xml,{'message': 'File was not opened'}
tests\resources\directory_test_files\0.1.2.3.4.5\HealthCanadaOverviewFromWikipedia.pptx,False,HealthCanadaOverviewFromWikipedia.pptx,AD/BLUO,.pptx,37021,1705332838.3896234,1709231576.4541025,1705332838.3896234,tests\resources\directory_test_files\0.1.2.3.4.5,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\0.1.2.3.4.5\HealthCanadaOverviewFromWikipedia.pptx,{'message': 'File was not opened'}
tests\resources\directory_test_files\directory_test_files\HealthCanadaOverviewFromWikipedia.pptx,False,HealthCanadaOverviewFromWikipedia.pptx,AD/BLUO,.pptx,37021,1705332838.7884347,1709231586.9505248,1705332838.787434,tests\resources\directory_test_files\directory_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\directory_test_files\HealthCanadaOverviewFromWikipedia.pptx,{'message': 'File was not opened'}
tests\resources\directory_test_files\directory_test_files\directory_test_files\SampleReport.zip,False,SampleReport.zip,AD/BLUO,.zip,64254,1705332838.791561,1709231587.56602,1705332838.791561,tests\resources\directory_test_files\directory_test_files\directory_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\directory_test_files\directory_test_files\SampleReport.zip,{'message': 'File was not opened'}
tests\resources\directory_test_files\ \New folder\Test_for_RTF.rtf,False,Test_for_RTF.rtf,AD/BLUO,.rtf,103257,1705332838.791561,1709231587.5759635,1705332838.791561,tests\resources\directory_test_files\ \New folder,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files\ \New folder\Test_for_RTF.rtf,{'message': 'File was not opened'}
tests\resources\directory_test_files_corrupted\government_of_canada_wikipedia_corrupted.txt,False,government_of_canada_wikipedia_corrupted.txt,AD/BLUO,.txt,39052,1705332838.791561,1709212644.3477752,1705332838.791561,tests\resources\directory_test_files_corrupted,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\directory_test_files_corrupted\government_of_canada_wikipedia_corrupted.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\aviation_safety.txt,False,aviation_safety.txt,AD/BLUO,.txt,3888,1707156577.8576272,1709231427.0772455,1707156577.8576272,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\aviation_safety.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\canadian_constitution.txt,False,canadian_constitution.txt,AD/BLUO,.txt,6541,1707156577.8607202,1709231427.158979,1707156577.8607202,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\canadian_constitution.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\climate_change_causes.txt,False,climate_change_causes.txt,AD/BLUO,.txt,8382,1707156577.8637009,1709231427.1830108,1707156577.8637009,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\climate_change_causes.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\coronavirus_symptoms.txt,False,coronavirus_symptoms.txt,AD/BLUO,.txt,5703,1707156577.866697,1709231427.2007601,1707156577.866697,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\coronavirus_symptoms.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\CPP_disability_benefits.txt,False,CPP_disability_benefits.txt,AD/BLUO,.txt,5467,1707156577.849163,1709231427.2167602,1707156577.849163,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\CPP_disability_benefits.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\CPP_retirement_pension.txt,False,CPP_retirement_pension.txt,AD/BLUO,.txt,5187,1707156577.852268,1709231427.2293813,1707156577.852268,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\CPP_retirement_pension.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\documents_for_express_entry.txt,False,documents_for_express_entry.txt,AD/BLUO,.txt,2640,1707156577.8689303,1709231427.239891,1707156577.8689303,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\documents_for_express_entry.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\EI_regular_benefits.txt,False,EI_regular_benefits.txt,AD/BLUO,.txt,4278,1707156577.8556285,1709231427.2505057,1707156577.8552496,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\EI_regular_benefits.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\express_entry.txt,False,express_entry.txt,AD/BLUO,.txt,2471,1707156577.8709714,1709231427.258505,1707156577.8709714,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\express_entry.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\funding_culture_history_sport.txt,False,funding_culture_history_sport.txt,AD/BLUO,.txt,7667,1707156577.8729692,1709231427.2725055,1707156577.8729692,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\funding_culture_history_sport.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\healthcare_system.txt,False,healthcare_system.txt,AD/BLUO,.txt,5377,1707156577.8749666,1709231427.2815092,1707156577.8749666,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\healthcare_system.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\history_of_canada.txt,False,history_of_canada.txt,AD/BLUO,.txt,4337,1707156577.8779519,1709231427.2915075,1707156577.8779519,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\history_of_canada.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\how_courts_are_organized.txt,False,how_courts_are_organized.txt,AD/BLUO,.txt,6919,1707156577.88104,1709231427.3045955,1707156577.88104,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\how_courts_are_organized.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\national_security_act.txt,False,national_security_act.txt,AD/BLUO,.txt,1492,1707156577.88403,1709231427.3166506,1707156577.8830335,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\national_security_act.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\net_zero_emissions_by_2050.txt,False,net_zero_emissions_by_2050.txt,AD/BLUO,.txt,4307,1707156577.8860235,1709231427.3275917,1707156577.8860235,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\net_zero_emissions_by_2050.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\origin_of_name_canada.txt,False,origin_of_name_canada.txt,AD/BLUO,.txt,2784,1707156577.8890135,1709231427.3376722,1707156577.8890135,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\origin_of_name_canada.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\personal_income_tax.txt,False,personal_income_tax.txt,AD/BLUO,.txt,3124,1707156577.8921213,1709231427.3455956,1707156577.8921213,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\personal_income_tax.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\start_a_business.txt,False,start_a_business.txt,AD/BLUO,.txt,10039,1707156577.8941147,1709231427.359592,1707156577.8941147,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\start_a_business.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\travel_advisories.txt,False,travel_advisories.txt,AD/BLUO,.txt,18111,1707156577.896108,1709231427.382594,1707156577.896108,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\travel_advisories.txt,{'message': 'File was not opened'}
tests\resources\similarity_test_files\visitors_to_canada.txt,False,visitors_to_canada.txt,AD/BLUO,.txt,16741,1707156577.8981013,1709231427.4045918,1707156577.8981013,tests\resources\similarity_test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\similarity_test_files\visitors_to_canada.txt,{'message': 'File was not opened'}
tests\resources\test_files\2021_Census_English.csv,False,2021_Census_English.csv,AD/BLUO,.csv,5384414,1700000000.0,1709138605.3311014,1705332838.8281286,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\2021_Census_English.csv,{'message': 'File was not opened'}
tests\resources\test_files\2021_Census_English_corrupted.csv,False,2021_Census_English_corrupted.csv,AD/BLUO,.csv,5347579,1705332838.845677,1709137272.7622192,1705332838.8436837,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\2021_Census_English_corrupted.csv,{'message': 'File was not opened'}
tests\resources\test_files\align.py,False,align.py,AD/BLUO,.py,6386,1705332840.4219763,1709137272.8452559,1705332840.4219763,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\align.py,{'message': 'File was not opened'}
tests\resources\test_files\Approved_Schools_2023_10_01.csv,False,Approved_Schools_2023_10_01.csv,AD/BLUO,.csv,1445900,1705332838.8530602,1709137273.2874937,1705332838.852124,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\Approved_Schools_2023_10_01.csv,{'message': 'File was not opened'}
tests\resources\test_files\ArtificialNeuralNetworksForBeginners.pdf,False,ArtificialNeuralNetworksForBeginners.pdf,AD/BLUO,.pdf,221266,1705332838.8560505,1709137273.5719507,1705332838.8560505,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\ArtificialNeuralNetworksForBeginners.pdf,{'message': 'File was not opened'}
tests\resources\test_files\ArtificialNeuralNetworksForBeginners_Locked.pdf,False,ArtificialNeuralNetworksForBeginners_Locked.pdf,AD/BLUO,.pdf,222102,1705332838.857019,1709137275.602649,1705332838.857019,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\ArtificialNeuralNetworksForBeginners_Locked.pdf,{'message': 'File was not opened'}
tests\resources\test_files\backend.py,False,backend.py,AD/BLUO,.py,212264,1705332840.4249709,1709137275.6503997,1705332840.4249709,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\backend.py,{'message': 'File was not opened'}
tests\resources\test_files\callbacks_corrupted.py,False,callbacks_corrupted.py,AD/BLUO,.py,109727,1705332840.4269598,1709137275.8732722,1705332840.4269598,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\callbacks_corrupted.py,{'message': 'File was not opened'}
tests\resources\test_files\CanadaLogo.tif,False,CanadaLogo.tif,AD/BLUO,.tif,11538,1705332838.857019,1709137276.516381,1705332838.857019,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\CanadaLogo.tif,{'message': 'File was not opened'}
tests\resources\test_files\CanadaLogo_corrupted.tif,False,CanadaLogo_corrupted.tif,AD/BLUO,.tif,11538,1705332838.857019,1709137276.559471,1705332838.857019,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\CanadaLogo_corrupted.tif,{'message': 'File was not opened'}
tests\resources\test_files\coffee.json,False,coffee.json,AD/BLUO,.json,984,1705332840.4279602,1709137276.6158996,1705332840.4279602,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\coffee.json,{'message': 'File was not opened'}
tests\resources\test_files\coffee_corrupted.json,False,coffee_corrupted.json,AD/BLUO,.json,2097152,1705332840.4339356,1709138605.677563,1705332840.4329429,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\coffee_corrupted.json,{'message': 'File was not opened'}
tests\resources\test_files\Empty.zip,False,Empty.zip,AD/BLUO,.zip,22,1705332838.857019,1709137291.1046598,1705332838.857019,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\Empty.zip,{'message': 'File was not opened'}
tests\resources\test_files\Government.xlsx,False,Government.xlsx,AD/BLUO,.xlsx,77201,1705332838.8726423,1709138605.7011962,1705332838.8726423,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\Government.xlsx,{'message': 'File was not opened'}
tests\resources\test_files\government_of_canada_wikipedia.txt,False,government_of_canada_wikipedia.txt,AD/BLUO,.txt,39357,1705332840.4359343,1709138605.7177842,1705332840.4359343,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\government_of_canada_wikipedia.txt,{'message': 'File was not opened'}
tests\resources\test_files\government_of_canada_wikipedia_corrupted.txt,False,government_of_canada_wikipedia_corrupted.txt,AD/BLUO,.txt,39052,1705332840.4379225,1709137292.473169,1705332840.4379225,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\government_of_canada_wikipedia_corrupted.txt,{'message': 'File was not opened'}
tests\resources\test_files\Health - Canada.ca.html,False,Health - Canada.ca.html,AD/BLUO,.html,168865,1705332838.8726423,1709137293.5262809,1705332838.8726423,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\Health - Canada.ca.html,{'message': 'File was not opened'}
tests\resources\test_files\Health - Canada.ca_corrupted.html,False,Health - Canada.ca_corrupted.html,AD/BLUO,.html,165427,1705332838.8726423,1709137297.3047848,1705332838.8726423,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\Health - Canada.ca_corrupted.html,{'message': 'File was not opened'}
tests\resources\test_files\Health Canada Overview from Wikipedia.msg,False,Health Canada Overview from Wikipedia.msg,AD/BLUO,.msg,332800,1705332838.8882842,1709137297.4546788,1705332838.8882842,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\Health Canada Overview from Wikipedia.msg,{'message': 'File was not opened'}
tests\resources\test_files\HealthCanada.jpeg,False,HealthCanada.jpeg,AD/BLUO,.jpeg,8800,1705332838.8882842,1709137297.5054398,1705332838.8882842,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\HealthCanada.jpeg,{'message': 'File was not opened'}
tests\resources\test_files\HealthCanadaOverviewFromWikipedia.docx,False,HealthCanadaOverviewFromWikipedia.docx,AD/BLUO,.docx,11001,1705332838.8882842,1709137297.5647516,1705332838.8882842,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\HealthCanadaOverviewFromWikipedia.docx,{'message': 'File was not opened'}
tests\resources\test_files\HealthCanadaOverviewFromWikipedia.pdf,False,HealthCanadaOverviewFromWikipedia.pdf,AD/BLUO,.pdf,73894,1705332838.8882842,1709138605.7297213,1705332838.8882842,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\HealthCanadaOverviewFromWikipedia.pdf,{'message': 'File was not opened'}
tests\resources\test_files\HealthCanadaOverviewFromWikipedia.pptx,False,HealthCanadaOverviewFromWikipedia.pptx,AD/BLUO,.pptx,37021,1705332838.8882842,1709138605.770722,1705332838.8882842,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\HealthCanadaOverviewFromWikipedia.pptx,{'message': 'File was not opened'}
tests\resources\test_files\HealthCanadaOverviewFromWikipedia_corrupted.docx,False,HealthCanadaOverviewFromWikipedia_corrupted.docx,AD/BLUO,.docx,11001,1705332838.9038897,1709137297.8137164,1705332838.9038897,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\HealthCanadaOverviewFromWikipedia_corrupted.docx,{'message': 'File was not opened'}
tests\resources\test_files\HealthCanadaOverviewFromWikipedia_corrupted.pptx,False,HealthCanadaOverviewFromWikipedia_corrupted.pptx,AD/BLUO,.pptx,37021,1705332838.9108934,1709138605.806097,1705332838.9108934,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\HealthCanadaOverviewFromWikipedia_corrupted.pptx,{'message': 'File was not opened'}
tests\resources\test_files\HealthCanadaOverviewFromWikipedia_Locked.docx,False,HealthCanadaOverviewFromWikipedia_Locked.docx,AD/BLUO,.docx,19456,1705332838.8882842,1709138605.8130417,1705332838.8882842,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\HealthCanadaOverviewFromWikipedia_Locked.docx,{'message': 'File was not opened'}
tests\resources\test_files\HealthCanadaOverviewFromWikipedia_Locked.pptx,False,HealthCanadaOverviewFromWikipedia_Locked.pptx,AD/BLUO,.pptx,47104,1705332838.9038897,1709138610.7723446,1705332838.9038897,tests\resources\test_files,666,True,False,C:\Users\BLUO\Downloads\report\tests\resources\test_files\HealthCanadaOverviewFromWikipedia_Locked.pptx,{'message': 'File was not opened'}
